icid,設備編號,路口名稱,群組,經度,緯度,三合一報表連結（網址）
I3RFL,S3RFL10,致遠二路-實踐街,GN0208,121.511636,25.115266,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S3RFL10
I3RGC,S3RGC10,石牌路二段-東華街二段,GN0208,121.515266,25.115307,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S3RGC10
I3RIW,S3RIW10,中山北六段776巷,GA0220,121.528577,25.116344,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S3RIW10
I3SHC,S3SHC10,明德路-振華街(懷德街),GN0215,121.520076,25.115498,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S3SHC10
I3TFK,S3TFK10,致遠二路71巷,GN0208,121.511618,25.115582,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S3TFK10
I3UNW,S3UNW10,仰德大道三段61號(陽明山國小),GS0209,121.551667,25.117551,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S3UNW10
I3VIW,S3VIW10,中山北六段728巷,GA0033,121.528169,25.115858,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S3VIW10
I3XLC,S3XLC10,天母東路-8巷,GA0220,121.531683,25.118016,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S3XLC10
I3ZGT,S3ZGT10,裕民六路-裕民二路33巷,GN0215,121.517828,25.116246,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S3ZGT10
I3ZK7,S3ZK710,忠誠路二段207巷,GN0221,121.534071,25.11646,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S3ZK710
I3ZL6,S3ZL610,東山路-忠誠路二段207巷,GN0221,121.539049,25.116397,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S3ZL610
I3ZT8,S3ZT810,至善路三段150巷,GA0225,121.573992,25.11632,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S3ZT810
I45HV,S45HV10,明德路208巷,GN0215,121.521798,25.112459,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S45HV10
I46GI,S46GI10,石牌路二段-裕民一路,GN0208,121.516214,25.116731,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S46GI10
I47EN,S47EN10,承德路七段-立賢路,GA0030,121.507102,25.117015,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S47EN10
I47JK,S47JK10,天母西路117巷,GS0227,121.523136,25.11887,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S47JK10
I49HJ,S49HJ10,明德路365號(台北護理健康大學),GS0009,121.521363,25.117299,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S49HJ10
I49KQ,S49KQ10,忠誠路二段207巷-士東路299巷(天母國中後門),GS0286,121.534171,25.116495,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S49KQ10
I4AFV,S4AFV10,西安街二段-致遠二路,GN0208,121.513173,25.117481,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4AFV10
I4AGK,S4AGK10,石牌路二段99巷,GN0214,121.516594,25.117497,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4AGK10
I4BGK,S4BGK10,石牌路一段-西安街二段,GN0208,121.514878,25.115101,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4BGK10
I4BHQ,S4BHQ10,明德路-振興街(振興醫院),GS0009,121.522306,25.117567,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4BHQ10
I4BVN,S4BVN10,至善路三段231號(楓林橋),GA0225,121.586395,25.117398,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4BVN10
I4CDY,S4CDY10,西安街二段立農街一段187巷,GN0215,121.504718,25.120833,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4CDY10
I4EFY,S4EFY10,東華街二段-致遠二路,GN0208,121.513531,25.11776,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4EFY10
I4EJR,S4EJR10,天母東路43巷,GA0220,121.532363,25.118019,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4EJR10
I4F1J,S4F1J10,關渡路-知行路,GS0201,121.46902,25.118413,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4F1J10
I4FKA,S4FKA10,天母東路-忠誠路二段,GC0010,121.534663,25.118083,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4FKA10
I4FKK,S4FKK10,天母東路107巷,GC0038,121.536548,25.11813,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4FKK10
I4HEJ,S4HEJ10,吉利街-尊賢街,GA0026,121.506484,25.118552,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4HEJ10
I4HHN,S4HHN10,明德路150巷,GC0159,121.522342,25.114362,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4HHN10
I4HIR,S4HIR10,天母西路41巷,GN0214,121.528497,25.118394,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4HIR10
I4HIX,S4HIX10,天母西路13巷,GN0214,121.529062,25.118392,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4HIX10
I4IG8,S4IG810,西安街二段259號,GA0206,121.506288,25.120588,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4IG810
I4IHB,S4IHB10,石牌路二段-榮總正門,GN0214,121.519921,25.11865,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4IHB10
I4II7,S4II710,天母西路95巷(磺溪),GN0214,121.524293,25.118553,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4II710
I4III,S4III10,天母西路-天母北路,GN0214,121.526147,25.118429,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4III10
I4IJX,S4IJX10,中山北七段14巷-天母東路69巷,GC0010,121.53344,25.118555,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4IJX10
I4JFS,S4JFS10,東華街二段-立農街二段,GA0206,121.512535,25.119046,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4JFS10
I4JG7,S4JG710,西安街二段-立農街一段279巷,GN0215,121.514319,25.118814,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4JG710
I4JGA,S4JGA10,立農街二段202巷,GA0206,121.515032,25.118748,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4JGA10
I4JH5,S4JH510,石牌路二段130巷,GN0208,121.517548,25.118089,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4JH510
I4JHQ,S4JHQ10,明德路-榮華二路,GN0215,121.522311,25.118768,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4JHQ10
I4KFS,S4KFS10,東華街二段340巷,GN0215,121.504195,25.121448,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4KFS10
I4KFV,S4KFV10,立農街二段陽明大學,GA0206,121.513179,25.118908,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4KFV10
I4KGL,S4KGL10,石牌路二段322號(身障重建中心),GS0227,121.517005,25.118597,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4KGL10
I4KHJ,S4KHJ10,石牌路二段-振興街,GN0214,121.52131,25.11897,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4KHJ10
I4KJE,S4KJE10,中山北七段14巷,GA0033,121.530522,25.11882,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4KJE10
I4KLS,S4KLS10,東山路25巷81弄-光華路61巷4弄,GS0445,121.542556,25.118849,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4KLS10
I4LHQ,S4LHQ10,天母西路130巷,GN0214,121.522362,25.119074,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4LHQ10
I4LHR,S4LHR10,石牌路二段-天母西路,GN0214,121.522847,25.118955,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4LHR10
I4LNV,S4LNV10,仰德大道三段-新安路,GS0209,121.552833,25.118928,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4LNV10
I4M1J,S4M1J10,關渡路-知行路210巷(自然公園),GS0201,121.469103,25.119352,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4M1J10
I4MDI,S4MDI10,承德路七段-公館路,GA0026,121.5015,25.119499,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4MDI10
I4NDZ,S4NDZ10,大度路31號,GN0861,121.495788,25.121367,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4NDZ10
I4NFJ,S4NFJ10,西安街二段-立農街一段,GA0206,121.511426,25.119383,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4NFJ10
I4NJD,S4NJD10,中山北六段-天母東路,GA0220,121.530083,25.118243,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4NJD10
I4NQI,S4NQI10,仰德大道三段125巷,GS0400,121.552649,25.121193,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4NQI10
I4PJG,S4PJG10,中山北七段81巷-天玉街39巷,GN0864,121.530893,25.119784,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4PJG10
I4PUW,S4PUW10,至善路三段199號(溪山國小),GA0225,121.582743,25.119275,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4PUW10
I4RFA,S4RFA10,西安街二段-立農街一段413巷,GA0206,121.509911,25.119912,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4RFA10
I4SIK,S4SIK10,天母北路-天玉街,GC0111,121.526431,25.1199,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4SIK10
I4SJM,S4SJM10,"中山北七段38,51巷",GA0033,121.531771,25.119981,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4SJM10
I4TDM,S4TDM10,公館路423巷8弄,GA0026,121.501988,25.120147,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4TDM10
I4TEY,S4TEY10,西安街二段-立農街一段385巷,GC0015,121.508761,25.120124,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4TEY10
I4TWM,S4TWM10,至善路三段336巷,GA0225,121.5912,25.119821,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4TWM10
I4UET,S4UET10,西安街二段-立農街一段349巷,GA0206,121.507899,25.120289,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4UET10
I4VDD,S4VDD10,承德路六段331巷,GA0027,121.511874,25.105578,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4VDD10
I4VEZ,S4VEZ10,東華街二段-致遠三路55巷,GN0215,121.508941,25.120529,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4VEZ10
I4VHT,S4VHT10,石牌路二段322號(致德樓),GS0227,121.522764,25.120361,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4VHT10
I4W1J,S4W1J10,關渡路-知行路260巷,GS0201,121.469297,25.120805,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4W1J10
I4WEU,S4WEU10,東華街二段266號,GC0015,121.508149,25.120677,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4WEU10
I4X2D,S4X2D10,大度路-關渡路,GS0229,121.468878,25.122822,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4X2D10
I4XE9,S4XE910,民權路-自強路(新北市路口),GS0201,121.508109,25.120623,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4XE910
I4XJ6,S4XJ610,天玉街38巷-16弄,GN0864,121.529182,25.120738,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4XJ610
I4YEL,S4YEL10,東華街二段-300巷,GA0206,121.506811,25.120934,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4YEL10
I4ZD5,S4ZD510,承德路七段-大業路,GA0026,121.499801,25.121093,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4ZD510
I4ZFL,S4ZFL10,東華街二段-致遠三路,GN0215,121.51178,25.121043,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S4ZFL10
I56BU,S56BU10,大度路一段-中央北路二段257巷,GA0026,121.48608,25.121852,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S56BU10
I56BW,S56BW10,大度路一段155號,GN0861,121.493555,25.121475,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S56BW10
I56DR,S56DR10,西安街二段-公館路,GA0206,121.502698,25.121399,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S56DR10
I56E5,S56E510,東華街二段366號,GA0206,121.504195,25.121421,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S56E510
I56J7,S56J710,"天玉街38,39巷",GN0864,121.529223,25.121208,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S56J710
I57JL,S57JL10,"中山北七段81,82巷",GA0033,121.531545,25.121506,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S57JL10
I58AH,S58AH10,大度路-立德路,GS0229,121.471407,25.122847,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S58AH10
I59IM,S59IM10,天母北路65巷,GS0286,121.526765,25.121578,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S59IM10
I5AAF,S5AAF10,大度路-知行路,GN0861,121.466877,25.123214,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S5AAF10
I5ADS,S5ADS10,東華街二段-公館路,GA0206,121.502779,25.121914,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S5ADS10
I5AHZ,S5AHZ10,石牌路二段324巷,GS0227,121.523843,25.121978,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S5AHZ10
I5BJ5,S5BJ510,關渡路-知行路316巷,GS0201,121.46958,25.122321,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S5BJ510
I5BWW,S5BWW10,至善路三段聖人瀑布入口,GA0225,121.592748,25.121852,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S5BWW10
I5CJN,S5CJN10,中山北七段114巷,GA0033,121.531786,25.122147,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S5CJN10
I5DWU,S5DWU10,至善路三段聖人瀑布出口,GA0225,121.592406,25.122177,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S5DWU10
I5E16,S5E1610,中央北四段-大度路,GS0229,121.464409,25.123727,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S5E1610
I5FDY,S5FDY10,崇仁路一段-公館路,GA0206,121.503834,25.122822,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S5FDY10
I5G1I,S5G1I10,大度路-立功街(北側),GS0229,121.468879,25.123054,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S5G1I10
I5GE7,S5GE710,公館路-大興街,GN0025,121.504549,25.122973,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S5GE710
I5GLI,S5GLI10,中山北七段219巷3弄,GA0033,121.532757,25.124722,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S5GLI10
I5HCM,S5HCM10,立功街55巷,GN0861,121.469603,25.125598,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S5HCM10
I5HJP,S5HJP10,"中山北七段140,141巷",GA0033,121.532127,25.12303,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S5HJP10
I5IJP,S5IJP10,天玉街-中山北七段141巷,GN0864,121.531313,25.123051,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S5IJP10
I5K16,S5K1610,中央北四段595號,GS0229,121.465014,25.123563,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S5K1610
I5KEA,S5KEA10,公館路334巷(單閃),GN0214,121.505037,25.123495,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S5KEA10
I5LIJ,S5LIJ10,仰德大道二段134巷(林語堂圖書館),GS0209,121.526327,25.123502,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S5LIJ10
I5LJQ,S5LJQ10,"中山北七段-152,165號",GA0033,121.532309,25.123488,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S5LJQ10
I5MPW,S5MPW10,仰德大道三段250巷,GS0209,121.549803,25.125576,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S5MPW10
I5NDU,S5NDU10,磺港路-崇仁路一段155巷,GN0025,121.503085,25.123881,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S5NDU10
I5NIU,S5NIU10,行義路-同德街,GN0864,121.527885,25.126042,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S5NIU10
I5T2M,S5T2M10,立德路120巷,GS0229,121.471784,25.126674,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S5T2M10
I5TIJ,S5TIJ10,行義路10巷,GN0864,121.526223,25.124658,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S5TIJ10
I5WG5,S5WG510,三合街一段82巷,GN0214,121.505896,25.127087,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S5WG510
I5XBS,S5XBS10,立德路-立功街,GS0229,121.471665,25.125338,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S5XBS10
I5YDS,S5YDS10,公館路228巷,GC0199,121.502803,25.125444,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S5YDS10
I65CW,S65CW10,大業路-三合街二段,GN0025,121.49854,25.12572,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S65CW10
I67DE,S67DE10,北投路一段三合街二段,GA0206,121.500744,25.126191,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S67DE10
I67DF,S67DF10,中央南二段三合街二段,GA0204,121.500466,25.12612,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S67DF10
I69DJ,S69DJ10,崇仁路一段三合街二段,GA0206,121.501468,25.126342,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S69DJ10
I6BCU,S6BCU10,大業路280巷,GN0025,121.498011,25.127211,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S6BCU10
I6BDW,S6BDW10,磺港路-三合街二段,GN0214,121.503542,25.126678,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S6BDW10
I6E1B,S6E1B10,中央北四段541巷,GC0020,121.467648,25.127834,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S6E1B10
I6FDD,S6FDD10,北投路一段-大業路280巷,GN0215,121.50051,25.127329,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S6FDD10
I6GDI,S6GDI10,崇仁路一段155巷,GA0206,121.501382,25.127082,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S6GDI10
I6KBG,S6KBG10,立功街-中央北四段515巷,GS0230,121.468935,25.127396,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S6KBG10
I6LDL,S6LDL10,中央南一段-大興街,GA0204,121.501872,25.128002,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S6LDL10
I6MBI,S6MBI10,中央北四段-一德街,GA0202,121.491371,25.128281,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S6MBI10
I6MDH,S6MDH10,中央南一段-崇仁路一段,GA0204,121.5012,25.128582,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S6MDH10
I6N1K,S6N1K10,中央北四段456巷,GA0202,121.469466,25.128618,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S6N1K10
I6Q1M,S6Q1M10,中央北四段404巷,GA0202,121.470181,25.128918,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S6Q1M10
I6T2B,S6T2B10,學園路-臺北藝術大學,GC0007,121.476847,25.129321,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S6T2B10
I6TCN,S6TCN10,大業路-大興街,GN0025,121.497059,25.129598,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S6TCN10
I6YCW,S6YCW10,"大興街23,24巷",GN0025,121.498517,25.129938,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S6YCW10
I75D8,S75D810,北投路二段-大興街,GN0025,121.499649,25.130212,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S75D810
I76DM,S76DM10,大興街-清江路,GN0025,121.502002,25.130773,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S76DM10
I77CZ,S77CZ10,北投路二段-大業路516巷,GC0045,121.499018,25.130891,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S77CZ10
I77DX,S77DX10,磺港路-大興街,GN0025,121.503312,25.130868,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S77DX10
I78CH,S78CH10,大業路65巷,GN0025,121.499234,25.123163,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S78CH10
I78IV,S78IV10,行義路130巷,GN0864,121.528092,25.13105,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S78IV10
I79BS,S79BS10,中央北二段-豐年路二段,GN0025,121.494521,25.137253,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S79BS10
I79DW,S79DW10,磺港路-北投區公所,GC0105,121.503522,25.131454,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S79DW10
I7ABZ,S7ABZ10,中央北四段577巷,GC0020,121.494023,25.131739,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S7ABZ10
I7BCS,S7BCS10,北投路二段捷運北投站門口,GN0025,121.497912,25.132168,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S7BCS10
I7C26,S7C2610,中央北四段515巷(立功街),GA0202,121.468423,25.128192,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S7C2610
I7CIW,S7CIW10,行義路154巷,GN0864,121.528396,25.132267,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S7CIW10
I7DMK,S7DMK10,格致路-凱旋路,GC0181,121.546419,25.136998,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S7DMK10
I7EDJ,S7EDJ10,中央南一段-光明路(公館路),GA0204,121.501506,25.13314,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S7EDJ10
I7FCI,S7FCI10,大業路452巷,GN0025,121.496203,25.131406,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S7FCI10
I7GCK,S7GCK10,北投路二段11號,GN0025,121.496782,25.133782,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S7GCK10
I7GCV,S7GCV10,"育仁路37,54號",GA0204,121.498401,25.133788,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S7GCV10
I7HMH,S7HMH10,仰德大道四段75號(格致中學),GS0209,121.545849,25.133805,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S7HMH10
I7ICH,S7ICH10,北投路二段13號,GN0025,121.497586,25.132548,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S7ICH10
I7JCE,S7JCE10,大業路-豐年路二段(北投路二段),GN0025,121.496305,25.134502,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S7JCE10
I7K2D,S7K2D10,"中央北四段18,30巷",GA0202,121.478218,25.135077,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S7K2D10
I7K2F,S7K2F10,中央北四段桃源國中,GC0086,121.476,25.13345,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S7K2F10
I7KD7,S7KD710,中央北一段育仁路,GC0108,121.499549,25.134771,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S7KD710
I7L2G,S7L2G10,中央北四段-一心路,GA0202,121.474846,25.132532,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S7L2G10
I7LCX,S7LCX10,中央北一段-大同路,GN0025,121.498787,25.135271,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S7LCX10
I7P2M,S7P2M10,中央北三段-252巷,GA0202,121.480235,25.136,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S7P2M10
I7PCN,S7PCN10,中央北一段-大業路,GN0025,121.497174,25.136052,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S7PCN10
I7PIY,S7PIY10,行義路186巷,GN0864,121.528712,25.136124,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S7PIY10
I7QDZ,S7QDZ10,光明路-溫泉路37巷,GA0204,121.504097,25.136255,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S7QDZ10
I7RCG,S7RCG10,中央北二段-文化三路,GN0025,121.496055,25.136553,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S7RCG10
I7S2V,S7S2V10,中央北三段168巷,GA0202,121.482828,25.137138,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S7S2V10
I7SCB,S7SCB10,中央北二段95巷,GN0025,121.495323,25.13688,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S7SCB10
I7SCZ,S7SCZ10,大業路-大同街,GN0025,121.499092,25.136985,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S7SCZ10
I7SDG,S7SDG10,大業路-雙全街,GN0025,121.501046,25.137087,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S7SDG10
I7SFE,S7SFE10,光明路-中山路,GA0204,121.510715,25.136891,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S7SFE10
I7SMK,S7SMK10,仰德大道四段-建業路,GS0400,121.546345,25.136708,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S7SMK10
I7T2X,S7T2X10,中央北三段148巷,GA0202,121.483473,25.137353,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S7T2X10
I7TDY,S7TDY10,大業路-泉源路,GN0025,121.503913,25.137185,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S7TDY10
I7UBV,S7UBV10,中央北四段-學園路,GC0020,121.465529,25.126008,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/S7UBV10
