icid,設備編號,路口名稱,群組,經度,緯度,三合一報表連結（網址）
IL7GW,SL7GW10,交控中心機房對時測試用-rcsv5,GS0998,121.518078,25.049325,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SL7GW10
IL7GX,SL7GX10,交控中心機房對時測試用-rcsv4,GS0998,121.518233,25.049197,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SL7GX10
IL7GY,SL7GY10,交控中心機房對時測試用-rcsv1,GS0998,121.518394,25.04926,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SL7GY10
IL7GZ,SL7GZ10,交控中心機房對時測試用-rcsv2,GS0998,121.518528,25.049316,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SL7GZ10
IL7H5,SL7H510,交控中心機房對時測試用-rcsv13,GS0998,121.518745,25.049214,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SL7H510
IL7PX,SL7PX10,"光復北路26,11巷",GN0084,121.557842,25.049114,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SL7PX10
IL7SU,SL7SU10,市民六段-松信路,GS0006,121.572245,25.049145,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SL7SU10
IL7TM,SL7TM10,市民六段-虎林街(南),GA0287,121.57598,25.049096,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SL7TM10
IL7W6,SL7W610,忠孝東六段250巷,GA0094,121.588177,25.049033,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SL7W610
IL9GW,SL9GW10,交控中心機房測試用-2,GS0998,121.51812,25.049597,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SL9GW10
IL9GX,SL9GX10,交控中心機房測試用-1,GS0998,121.518222,25.049573,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SL9GX10
IL9HV,SL9HV10,長安東一段-天津街,GA0037,121.52284,25.04953,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SL9HV10
IL9SB,SL9SB10,八德路四段-基隆路一段,GN0083,121.569389,25.049395,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SL9SB10
IL9SK,SL9SK10,八德路四段-市民六段,GS0044,121.570799,25.049401,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SL9SK10
IL9TM,SL9TM10,市民六段-虎林街(北),GA0287,121.576045,25.049431,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SL9TM10
IL9TW,SL9TW10,南京東五段-389巷,GN0083,121.569294,25.051277,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SL9TW10
IL9UH,SL9UH10,市民六段-中坡北路(北),GA0094,121.580136,25.049415,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SL9UH10
IL9WB,SL9WB10,忠孝東六段278巷,GA0094,121.589051,25.049246,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SL9WB10
ILAFP,SLAFP10,延平北一段-市民一段,GC0165,121.511989,25.049902,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLAFP10
ILAJE,SLAJE10,吉林0巷(長安國小),GC0024,121.530035,25.049694,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLAJE10
ILAKQ,SLAKQ10,建國北一段88巷(迴轉道),GN0058,121.536755,25.04967,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLAKQ10
ILATX,SLATX10,市民六段-松山路(北),GA0287,121.57771,25.04954,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLATX10
ILAVA,SLAVA10,市民七段-東新街,GA0094,121.583923,25.049492,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLAVA10
ILAXD,SLAXD10,昆陽街157巷,GS0034,121.594403,25.049423,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLAXD10
ILBGN,SLBGN10,承德路一段-華陰街,GA0021,121.516776,25.049912,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLBGN10
ILBHN,SLBHN10,中山北一段-長安東一段,GA0037,121.521622,25.049814,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLBHN10
ILBRD,SLBRD10,南京東四段179巷,GN0067,121.556367,25.051582,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLBRD10
ILCEL,SLCEL10,建國南二段-新生南路三段19巷,GA0063,121.537648,25.024939,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLCEL10
ILCFF,SLCFF10,南京西路-塔城街,GA0014,121.510279,25.053257,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLCFF10
ILCFG,SLCFG10,市民一段-塔城街,GA0037,121.510523,25.05016,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLCFG10
ILCLH,SLCLH10,朱崙街-龍江路,GA0269,121.540443,25.049972,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLCLH10
ILCLS,SLCLS10,朱崙街-遼寧街,GA0269,121.542177,25.049912,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLCLS10
ILCNW,SLCNW10,北寧路56巷,GN0083,121.552662,25.049828,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLCNW10
ILCPJ,SLCPJ10,南京東三段-338巷,GA0079,121.547524,25.051774,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLCPJ10
ILCPZ,SLCPZ10,南京東四段13巷,GA0079,121.549903,25.051721,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLCPZ10
ILCST,SLCST10,八德路四段-塔悠路,GS0006,121.572286,25.050007,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLCST10
ILDHD,SLDHD10,長安西路-52巷,GA0021,121.519978,25.05019,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLDHD10
ILDMU,SLDMU10,敦化北路4巷-南京東三段338巷,GS0078,121.54749,25.050109,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLDMU10
ILDN7,SLDN710,敦化北路-4巷(西),GA0079,121.54882,25.050088,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLDN710
ILDN9,SLDN910,敦化北路-4巷(東),GA0079,121.549124,25.050064,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLDN910
ILDNM,SLDNM10,"南京東三段-200號		",GN0072,121.54309,25.051885,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLDNM10
ILDRC,SLDRC10,八德路四段245巷32弄,GN0084,121.564534,25.04996,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLDRC10
ILDRH,SLDRH10,東興5巷,GN0084,121.565378,25.050051,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLDRH10
ILDT6,SLDT610,松河街-八德路四段829巷,GC0112,121.573395,25.049966,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLDT610
ILDTB,SLDTB10,八德路四段-626號,GA0287,121.574505,25.04998,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLDTB10
ILDTM,SLDTM10,八德路四段-虎林街,GA0287,121.575992,25.050001,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLDTM10
ILDTW,SLDTW10,松江路85巷,GN0058,121.532981,25.050153,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLDTW10
ILDUX,SLDUX10,八德路四段松山車站,GA0287,121.577707,25.05004,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLDUX10
ILEGD,SLEGD10,華陰街-太原路,GA0021,121.515172,25.05027,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLEGD10
ILEIC,SLEIC10,林森北路107巷,GN0058,121.524914,25.050326,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLEIC10
ILEKR,SLEKR10,南京東二段21巷,GN0058,121.528784,25.052079,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLEKR10
ILEM8,SLEM810,復興北路-朱崙街,GN0072,121.54398,25.049878,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLEM810
ILEQK,SLEQK10,南京東五段66巷-光復北路11巷,GN0082,121.56077,25.050132,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLEQK10
ILEWS,SLEWS10,忠孝東六段聯勤司令,GA0094,121.591322,25.049734,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLEWS10
ILEWX,SLEWX10,忠孝東六段398巷,GA0094,121.592493,25.050018,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLEWX10
ILFEW,SLFEW10,市民一段-西寧北路,GA0037,121.508156,25.050484,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLFEW10
ILFJE,SLFJE10,吉林路14巷,GN0058,121.530049,25.050497,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLFJE10
ILFJM,SLFJM10,一江街-松江路90巷,GN0058,121.531436,25.050429,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLFJM10
ILFQV,SLFQV10,吉祥路-光復北路11巷,GN0082,121.562535,25.050315,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLFQV10
ILGEM,SLGEM10,環河北一段-淡3號水門(堤外),GC0166,121.506597,25.050631,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLGEM10
ILGFZ,SLGFZ10,重慶北一段-華陰街,GA0021,121.513657,25.050627,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLGFZ10
ILGGY,SLGGY10,洲美街5巷,GA0027,121.518394,25.05062,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLGGY10
ILGUD,SLGUD10,八德路四段-中坡北路,GA0287,121.579482,25.05034,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLGUD10
ILGW9,SLGW910,市民七段-忠孝東六段269巷,GA0094,121.588806,25.050318,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLGW910
ILGXB,SLGXB10,忠孝東五段-忠孝東五段423巷,GA0093,121.575325,25.040832,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLGXB10
ILHLH,SLHLH10,龍江路中正國小,GS0210,121.540445,25.050478,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLHLH10
ILHXA,SLHXA10,忠孝東六段-昆陽街,GS0448,121.594001,25.0504,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLHXA10
ILIGO,SLIGO10,承德路一段-長安西路,GA0021,121.517028,25.050877,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLIGO10
ILJXL,SLJXL10,忠孝東六段-向陽路,GA0094,121.595648,25.050791,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLJXL10
ILK4L,SLK4L10,研究院一段-130巷(南深橋北側),GA0308,121.615658,25.050709,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLK4L10
ILKFP,SLKFP10,承德路一段69巷,GA0021,121.511915,25.051247,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLKFP10
ILKGF,SLKGF10,長安西路-太原路,GA0021,121.515454,25.051235,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLKGF10
ILKSH,SLKSH10,基隆路一段-塔悠路,GN0083,121.570636,25.051087,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLKSH10
ILKTY,SLKTY10,八德路四段-饒河街(慈祐宮),GS0006,121.577911,25.050993,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLKTY10
ILL5I,SLL5I10,忠孝東七段-中南街74巷,GA0114,121.614078,25.052922,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLL5I10
ILLGB,SLLGB10,長安西路145巷,GA0021,121.514839,25.051381,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLLGB10
ILLS5,SLLS510,南京東五段-寶清街,GN0099,121.568417,25.051304,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLLS510
ILLU8,SLLU810,八德路四段-805號(松山國小),GC0132,121.578703,25.051219,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLLU810
ILLUR,SLLUR10,八德路四段-玉成街,GA0287,121.581577,25.051126,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLLUR10
ILMG6,SLMG610,重慶北一段-長安西路,GA0021,121.513929,25.051583,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLMG610
ILMP5,SLMP510,復興北141巷--慶城街,GA0269,121.545176,25.053259,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLMP510
ILMQK,SLMQK10,南京東五段123巷,GN0067,121.560826,25.051459,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLMQK10
ILMR8,SLMR810,南京東五段-三民路,GN0099,121.563809,25.051402,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLMR810
ILMRH,SLMRH10,南京東五段-東興路,GN0099,121.565424,25.05136,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLMRH10
ILMRM,SLMRM10,"南京東五段250,291巷",GN0099,121.566137,25.051339,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLMRM10
ILNFX,SLNFX10,長安西路-華亭街,GA0021,121.513278,25.051736,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLNFX10
ILNPF,SLNPF10,南京東四段-寧安街,GN0067,121.555098,25.051589,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLNPF10
ILNPU,SLNPU10,南京東四段-光復北路,GN0067,121.557308,25.051544,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLNPU10
ILNQ9,SLNQ910,南京東五段59巷,GN0067,121.559171,25.051492,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLNQ910
ILNUF,SLNUF10,南港路三段-中坡北路,GA0287,121.579926,25.051478,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLNUF10
ILNUW,SLNUW10,八德路四段-南港路三段,GA0287,121.582729,25.051681,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLNUW10
ILNX9,SLNX910,市民七段-昆陽街,GA0094,121.593664,25.051329,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLNX910
ILP4N,SLP4N10,研究院一段151巷,GA0114,121.615808,25.049119,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLP4N10
ILPMP,SLPMP10,南京東三段303巷,GC0186,121.546704,25.051782,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLPMP10
ILPN8,SLPN810,南京東三段-敦化北路,GA0079,121.548954,25.05172,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLPN810
ILPNV,SLPNV10,南京東四段-北寧路,GN0067,121.552591,25.051643,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLPNV10
ILQEY,SLQEY10,長安西路-西寧北路,GA0014,121.508519,25.051954,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLQEY10
ILQFF,SLQFF10,長安西路-塔城街,GA0014,121.510442,25.052011,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLQFF10
ILQFN,SLQFN10,延平北一段-長安西路,GA0014,121.511869,25.052042,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLQFN10
ILQLI,SLQLI10,南京東三段-龍江路,GN0072,121.540451,25.051904,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLQLI10
ILQLR,SLQLR10,南京東三段-遼寧街,GN0072,121.542047,25.051872,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLQLR10
ILQXK,SLQXK10,市民七段-向陽路,GA0036,121.595457,25.051634,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLQXK10
ILQZ8,SLQZ810,忠孝東七段265巷,GA0097,121.603452,25.05168,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLQZ810
ILR4V,SLR4V10,研究院一段101巷-富康街,GA0114,121.616961,25.051778,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLR4V10
ILRHT,SLRHT10,南京東一段-中山北一段,GA0037,121.522574,25.05223,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLRHT10
ILRIF,SLRIF10,南京東一段-林森北路,GN0058,121.525378,25.052094,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLRIF10
ILRIO,SLRIO10,南京東一段-新生北二段,GN0058,121.527736,25.052049,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLRIO10
ILRJE,SLRJE10,南京東二段-吉林路,GN0058,121.530085,25.052041,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLRJE10
ILRJM,SLRJM10,南京東二段-一江街,GN0058,121.531502,25.052036,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLRJM10
ILRJX,SLRJX10,南京東二段-松江路,GN0058,121.533019,25.052022,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLRJX10
ILRKC,SLRKC10,南京東二段-伊通街,GN0058,121.534793,25.052006,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLRKC10
ILRKQ,SLRKQ10,南京東二段-建國北一段,GS0046,121.536785,25.051981,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLRKQ10
ILRR8,SLRR810,三民路3巷,GC0161,121.563811,25.051998,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLRR810
ILRZI,SLRZI10,忠孝東七段325巷,GA0097,121.605077,25.05185,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLRZI10
ILS4P,SLS4P10,研究院一段101巷,GA0114,121.6161,25.051908,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLS4P10
ILS4Q,SLS4Q10,中南街123巷,GA0114,121.615307,25.052019,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLS4Q10
ILSV9,SLSV910,南港路三段314巷,GA0287,121.583851,25.052078,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLSV910
ILSXF,SLSXF10,松河街-南港路三段190巷,GS0008,121.586432,25.05394,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLSXF10
ILSZP,SLSZP10,忠孝東七段-興中路(捷運南港站),GA0097,121.6061,25.051985,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLSZP10
ILTEQ,SLTEQ10,環河北一段-長安西路,GA0014,121.507242,25.052401,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLTEQ10
ILTVC,SLTVC10,南港路三段149巷,GA0287,121.584268,25.052253,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLTVC10
ILURY,SLURY10,寶清街89巷,GN0099,121.567996,25.052363,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLURY10
ILUXI,SLUXI10,向陽路21號(南港國中),GC0192,121.595163,25.052788,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLUXI10
ILV3D,SLV3D10,忠孝東七段506號(軍備局),GA0097,121.609244,25.052351,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLV3D10
ILVPR,SLVPR10,光復北路133巷7弄,GN0082,121.55697,25.052607,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLVPR10
ILVT8,SLVT810,南京東六段-潭美街(麥帥一橋下)南側,GS0300,121.573747,25.052592,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLVT810
ILWFW,SLWFW10,天水路-華亭街,GA0014,121.513211,25.052922,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLWFW10
ILWH6,SLWH610,南京西路25巷,GS0020,121.520345,25.052572,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLWH610
ILWH7,SLWH710,南京西路-赤峰街,GS0020,121.51891,25.05292,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLWH710
ILWSG,SLWSG10,塔悠路78號,GN0083,121.570147,25.052624,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLWSG10
ILXFX,SLXFX10,重慶北一段-市民一段,GC0165,121.513315,25.049428,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLXFX10
ILXKR,SLXKR10,中原街-長春路,GC0056,121.528822,25.054848,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLXKR10
ILXMW,SLXMW10,復興北路141巷,GN0072,121.544033,25.050664,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLXMW10
ILXV5,SLXV510,南京東六段(慢車道)-新明路298巷,GS0300,121.583092,25.052836,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLXV510
ILXZ7,SLXZ710,市民八段-忠孝東七段265巷,GC0153,121.603353,25.052736,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLXZ710
ILY49,SLY4910,忠孝東七段527巷,GA0114,121.612615,25.052735,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLY4910
ILYGU,SLYGU10,承德路一段-南京西路,GS0020,121.517692,25.053249,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLYGU10
ILYPQ,SLYPQ10,光復北90巷(松醫側門),GN0082,121.556799,25.053063,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLYPQ10
ILYW6,SLYW610,"南港路三段67,130巷",GN0299,121.588405,25.053031,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLYW610
ILYWL,SLYWL10,潭美街-新明路298巷(成美橋下),GC0026,121.582468,25.054769,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLYWL10
ILZEZ,SLZEZ10,南京西路-西寧北路,GA0014,121.508703,25.053362,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLZEZ10
ILZG8,SLZG810,重慶北一段-天水街,GS0020,121.514224,25.053379,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLZG810
ILZM9,SLZM910,南京東三段-復興北路,GN0072,121.544039,25.051828,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLZM910
ILZT6,SLZT610,南京東六段-潭美街(麥帥一橋下)北側,GS0300,121.573444,25.053184,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLZT610
ILZVP,SLZVP10,南港路三段190巷,GN0299,121.586878,25.053001,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLZVP10
ILZZI,SLZZI10,市民八段-忠孝東七段325巷,GC0153,121.605057,25.052996,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SLZZI10
IM54R,SM54R10,研究院二段-大坑街,GA0308,121.615903,25.048288,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SM54R10
IM5LS,SM5LS10,遼寧街128巷,GN0072,121.542094,25.053623,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SM5LS10
IM5NX,SM5NX10,健康路15巷,GN0082,121.552846,25.053321,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SM5NX10
IM5P7,SM5P710,健康路-南京東四段75巷,GN0082,121.553748,25.053354,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SM5P710
IM5VE,SM5VE10,新明路246巷,GS0300,121.5846,25.053263,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SM5VE10
IM5ZR,SM5ZR10,市民八段-興華路,GC0153,121.606456,25.053221,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SM5ZR10
IM64J,SM64J10,忠孝東七段-中南街,GA0114,121.615243,25.05304,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SM64J10
IM64R,SM64R10,忠孝東七段-研究院一段,GA0114,121.616294,25.053162,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SM64R10
IM6ET,SM6ET10,環河北一段-南京西路,GA0014,121.507476,25.053709,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SM6ET10
IM6GJ,SM6GJ10,南京西路-太原路,GC0184,121.516128,25.053616,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SM6GJ10
IM6JE,SM6JE10,四平街-吉林路,GN0047,121.530112,25.053648,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SM6JE10
IM6JM,SM6JM10,四平街-一江街,GN0047,121.531519,25.053634,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SM6JM10
IM6JX,SM6JX10,四平街-松江路,GN0058,121.533055,25.053628,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SM6JX10
IM6PF,SM6PF10,健康路45巷,GN0082,121.555047,25.053458,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SM6PF10
IM6WF,SM6WF10,南港路三段106巷,GN0299,121.589774,25.053369,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SM6WF10
IM6YQ,SM6YQ10,南港路一段-研究院一段,GA0114,121.616641,25.055138,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SM6YQ10
IM7FI,SM7FI10,南京西路-民樂街,GA0014,121.511044,25.053814,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SM7FI10
IM7FN,SM7FN10,延平北一段-南京西路,GA0014,121.511758,25.053857,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SM7FN10
IM7IG,SM7IG10,林森北路235巷(欣欣大眾公司),GN0047,121.525425,25.053872,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SM7IG10
IM7IT,SM7IT10,新生北二段28巷,GN0047,121.527524,25.05379,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SM7IT10
IM7PP,SM7PP10,光復北路-健康路,GN0082,121.556594,25.05365,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SM7PP10
IM7RD,SM7RD10,光復北路155巷,GC0035,121.556453,25.055453,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SM7RD10
IM7YU,SM7YU10,"南港路二段23,86巷",GA0305,121.60502,25.05403,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SM7YU10
