Detector;Time;qPKW;vPKW
ZJTJ960;42055.00;8;39.62
ZJQJI20;42055.00;38;52.79
ZJTJ820;42055.00;19;58.95
ZJHKR40;42060.00;14;24.64
ZJ7KV40_ZINKW40;42060.00;15;36.83
ZJSJD40;42060.00;8;13.75
ZK5JW60;42060.00;7;40.29
ZK7K820;42060.00;3;42.67
Z7230E0_ZK7KP40;42060.00;12;52.78
ZJHKR20_ZJWJ740;42060.00;28;37.29
ZKJJP20;42060.00;22;45.82
ZK9KC60;42060.00;34;59.26
ZJTJ960;42060.00;3;14.0
ZJQJI20;42060.00;29;52.34
ZJTJ820;42060.00;11;48.73
ZJHKR40;42065.00;8;37.75
ZJ7KV40_ZINKW40;42065.00;11;26.74
ZJSJD40;42065.00;17;16.0
ZK5JW60;42065.00;5;42.8
ZK7K820;42065.00;4;39.25
Z7230E0_ZK7KP40;42065.00;12;50.66
ZJHKR20_ZJWJ740;42065.00;24;41.58
ZKJJP20;42065.00;20;51.4
ZK9KC60;42065.00;27;61.93
ZJTJ960;42065.00;4;47.75
ZJQJI20;42065.00;37;56.03
ZJTJ820;42065.00;7;51.43
ZJHKR40;42070.00;9;30.56
ZJ7KV40_ZINKW40;42070.00;13;42.35
ZJSJD40;42070.00;15;21.8
ZK5JW60;42070.00;9;41.67
ZK7K820;42070.00;4;27.5
Z7230E0_ZK7KP40;42070.00;11;52.8
ZJHKR20_ZJWJ740;42070.00;28;37.76
ZKJJP20;42070.00;18;45.39
ZK9KC60;42070.00;25;46.48
ZJTJ960;42070.00;7;33.14
ZJQJI20;42070.00;36;57.28
ZJTJ820;42070.00;20;36.95
ZJHKR40;42075.00;10;37.0
ZJ7KV40_ZINKW40;42075.00;12;39.75
ZJSJD40;42075.00;11;12.18
ZK5JW60;42075.00;4;43.75
ZK7K820;42075.00;1;47.0
Z7230E0_ZK7KP40;42075.00;13;48.2
ZJHKR20_ZJWJ740;42075.00;18;35.52
ZKJJP20;42075.00;15;54.47
ZK9KC60;42075.00;27;48.56
ZJTJ960;42075.00;3;36.0
ZJQJI20;42075.00;23;52.22
ZJTJ820;42075.00;22;45.82
ZJHKR40;42080.00;5;31.6
ZJ7KV40_ZINKW40;42080.00;10;31.48
ZJSJD40;42080.00;15;17.27
ZK5JW60;42080.00;8;42.25
ZK7K820;42080.00;2;37.5
Z7230E0_ZK7KP40;42080.00;13;54.28
ZJHKR20_ZJWJ740;42080.00;14;40.53
ZKJJP20;42080.00;22;52.45
ZK9KC60;42080.00;24;57.71
ZJTJ960;42080.00;7;35.43
ZJQJI20;42080.00;19;50.0
ZJTJ820;42080.00;9;38.78
ZJHKR40;42085.00;13;36.69
ZJ7KV40_ZINKW40;42085.00;12;39.93
ZJSJD40;42085.00;15;10.6
ZK5JW60;42085.00;7;38.0
ZK7K820;42085.00;3;29.0
Z7230E0_ZK7KP40;42085.00;11;52.27
ZJHKR20_ZJWJ740;42085.00;21;38.16
ZKJJP20;42085.00;30;50.33
ZK9KC60;42085.00;19;54.21
ZJTJ960;42085.00;7;37.14
ZJQJI20;42085.00;23;50.39
ZJTJ820;42085.00;14;57.36
ZJHKR40;42090.00;16;32.56
ZJ7KV40_ZINKW40;42090.00;12;36.66
ZJSJD40;42090.00;14;16.07
ZK5JW60;42090.00;6;36.67
ZK7K820;42090.00;1;43.0
Z7230E0_ZK7KP40;42090.00;13;52.09
ZJHKR20_ZJWJ740;42090.00;21;34.69
ZKJJP20;42090.00;15;46.27
ZK9KC60;42090.00;37;50.81
ZJTJ960;42090.00;13;34.46
ZJQJI20;42090.00;21;58.33
ZJTJ820;42090.00;10;56.2
ZJHKR40;42095.00;9;34.67
ZJ7KV40_ZINKW40;42095.00;11;41.8
ZJSJD40;42095.00;18;20.39
ZK5JW60;42095.00;11;43.0
ZK7K820;42095.00;4;47.75
Z7230E0_ZK7KP40;42095.00;16;43.15
ZJHKR20_ZJWJ740;42095.00;17;33.92
ZKJJP20;42095.00;24;39.38
ZK9KC60;42095.00;36;56.33
ZJTJ960;42095.00;2;21.5
ZJQJI20;42095.00;36;53.53
ZJTJ820;42095.00;16;40.44
ZJHKR40;42100.00;2;33.0
ZJ7KV40_ZINKW40;42100.00;7;45.07
ZJSJD40;42100.00;6;8.33
ZK5JW60;42100.00;6;45.17
ZK7K820;42100.00;5;29.6
Z7230E0_ZK7KP40;42100.00;12;51.24
ZJHKR20_ZJWJ740;42100.00;13;29.26
ZKJJP20;42100.00;27;46.07
ZK9KC60;42100.00;30;47.27
ZJTJ960;42100.00;7;20.0
ZJQJI20;42100.00;23;48.65
ZJTJ820;42100.00;12;43.75
ZJHKR40;42105.00;11;35.0
ZJ7KV40_ZINKW40;42105.00;12;33.75
ZJSJD40;42105.00;11;21.82
ZK5JW60;42105.00;5;39.0
ZK7K820;42105.00;1;53.0
Z7230E0_ZK7KP40;42105.00;13;47.74
ZJHKR20_ZJWJ740;42105.00;22;40.05
ZKJJP20;42105.00;22;47.18
ZK9KC60;42105.00;21;49.86
ZJTJ960;42105.00;5;0.0
ZJQJI20;42105.00;28;37.82
ZJTJ820;42105.00;13;46.62
ZJHKR40;42110.00;10;38.6
ZJ7KV40_ZINKW40;42110.00;13;39.74
ZJSJD40;42110.00;14;16.07
ZK5JW60;42110.00;6;39.83
ZK7K820;42110.00;3;30.67
Z7230E0_ZK7KP40;42110.00;12;45.38
ZJHKR20_ZJWJ740;42110.00;22;37.63
ZKJJP20;42110.00;21;33.81
ZK9KC60;42110.00;28;46.32
ZJTJ960;42110.00;7;11.71
ZJQJI20;42110.00;23;55.57
ZJTJ820;42110.00;12;44.67
ZJHKR40;42115.00;7;23.0
ZJ7KV40_ZINKW40;42115.00;7;23.96
ZJSJD40;42115.00;13;18.85
ZK5JW60;42115.00;2;39.5
ZK7K820;42115.00;2;36.5
Z7230E0_ZK7KP40;42115.00;14;47.66
ZJHKR20_ZJWJ740;42115.00;19;33.5
ZKJJP20;42115.00;24;46.0
ZK9KC60;42115.00;28;64.43
ZJTJ960;42115.00;13;27.69
ZJQJI20;42115.00;23;38.13
ZJTJ820;42115.00;9;45.56
ZJHKR40;42120.00;8;23.75
ZJ7KV40_ZINKW40;42120.00;12;24.14
ZJSJD40;42120.00;8;13.75
ZK5JW60;42120.00;1;46.0
ZK7K820;42120.00;4;33.0
Z7230E0_ZK7KP40;42120.00;15;46.62
ZJHKR20_ZJWJ740;42120.00;17;39.19
ZKJJP20;42120.00;11;44.18
ZK9KC60;42120.00;26;45.5
ZJTJ960;42120.00;6;33.5
ZJQJI20;42120.00;27;45.19
ZJTJ820;42120.00;15;44.0
ZJHKR40;42125.00;9;32.89
ZJ7KV40_ZINKW40;42125.00;7;25.73
ZJSJD40;42125.00;9;12.22
ZK5JW60;42125.00;3;51.0
ZK7K820;42125.00;2;18.5
Z7230E0_ZK7KP40;42125.00;11;53.96
ZJHKR20_ZJWJ740;42125.00;15;33.77
ZKJJP20;42125.00;20;41.2
ZK9KC60;42125.00;11;44.0
ZJTJ960;42125.00;5;39.6
ZJQJI20;42125.00;22;43.23
ZJTJ820;42125.00;14;46.36
ZJHKR40;42130.00;3;38.33
ZJ7KV40_ZINKW40;42130.00;9;31.12
ZJSJD40;42130.00;7;7.14
ZK5JW60;42130.00;5;44.2
ZK7K820;42130.00;2;25.0
Z7230E0_ZK7KP40;42130.00;12;51.68
ZJHKR20_ZJWJ740;42130.00;14;39.89
ZKJJP20;42130.00;23;38.61
ZK9KC60;42130.00;26;40.92
ZJTJ960;42130.00;10;25.9
ZJQJI20;42130.00;19;48.89
ZJTJ820;42130.00;13;38.62
ZJHKR40;42135.00;6;36.67
ZJ7KV40_ZINKW40;42135.00;5;44.16
ZJSJD40;42135.00;5;27.8
ZK5JW60;42135.00;3;36.0
ZK7K820;42135.00;1;54.0
Z7230E0_ZK7KP40;42135.00;11;43.82
ZJHKR20_ZJWJ740;42135.00;20;43.79
ZKJJP20;42135.00;11;32.09
ZK9KC60;42135.00;18;40.5
ZJTJ960;42135.00;1;0.0
ZJQJI20;42135.00;15;44.87
ZJTJ820;42135.00;18;46.11
ZJHKR40;42140.00;8;31.88
ZJ7KV40_ZINKW40;42140.00;6;44.54
ZJSJD40;42140.00;8;13.75
ZK5JW60;42140.00;3;46.33
ZK7K820;42140.00;3;39.0
Z7230E0_ZK7KP40;42140.00;6;48.74
ZJHKR20_ZJWJ740;42140.00;25;40.34
ZKJJP20;42140.00;22;48.73
ZK9KC60;42140.00;26;39.15
ZJTJ960;42140.00;4;33.25
ZJQJI20;42140.00;20;47.45
ZJTJ820;42140.00;11;45.91
ZJHKR40;42145.00;6;20.0
ZJ7KV40_ZINKW40;42145.00;5;31.26
ZJSJD40;42145.00;18;17.17
ZK5JW60;42145.00;2;48.5
ZK7K820;42145.00;4;37.75
Z7230E0_ZK7KP40;42145.00;10;51.46
ZJHKR20_ZJWJ740;42145.00;12;25.18
ZKJJP20;42145.00;18;45.5
ZK9KC60;42145.00;14;46.79
ZJTJ960;42145.00;3;19.0
ZJQJI20;42145.00;11;49.82
ZJTJ820;42145.00;8;43.62
ZJHKR40;42150.00;2;16.5
ZJ7KV40_ZINKW40;42150.00;7;41.98
ZJSJD40;42150.00;9;11.56
ZK5JW60;42150.00;3;46.67
ZK7K820;42150.00;1;53.0
Z7230E0_ZK7KP40;42150.00;11;54.63
ZJHKR20_ZJWJ740;42150.00;14;33.04
ZKJJP20;42150.00;17;44.35
ZK9KC60;42150.00;17;60.76
ZJTJ960;42150.00;3;21.33
ZJQJI20;42150.00;14;42.57
ZJTJ820;42150.00;11;42.55
ZJHKR40;42155.00;9;24.89
ZJ7KV40_ZINKW40;42155.00;6;42.13
ZJSJD40;42155.00;17;16.71
ZK5JW60;42155.00;5;39.6
ZK7K820;42155.00;0;0.0
Z7230E0_ZK7KP40;42155.00;10;49.0
ZJHKR20_ZJWJ740;42155.00;15;40.6
ZKJJP20;42155.00;24;47.79
ZK9KC60;42155.00;18;58.11
ZJTJ960;42155.00;8;27.5
ZJQJI20;42155.00;22;37.68
ZJTJ820;42155.00;17;41.0
ZJHKR40;42160.00;11;22.18
ZJ7KV40_ZINKW40;42160.00;7;39.79
ZJSJD40;42160.00;10;8.5
ZK5JW60;42160.00;5;45.6
ZK7K820;42160.00;3;28.33
Z7230E0_ZK7KP40;42160.00;6;53.35
ZJHKR20_ZJWJ740;42160.00;13;27.12
ZKJJP20;42160.00;10;37.4
ZK9KC60;42160.00;21;50.38
ZJTJ960;42160.00;9;20.89
ZJQJI20;42160.00;16;36.88
ZJTJ820;42160.00;9;42.89
ZJHKR40;42165.00;2;19.5
ZJ7KV40_ZINKW40;42165.00;5;48.45
ZJSJD40;42165.00;8;10.62
ZK5JW60;42165.00;5;41.6
ZK7K820;42165.00;4;41.5
Z7230E0_ZK7KP40;42165.00;11;50.0
ZJHKR20_ZJWJ740;42165.00;16;35.58
ZKJJP20;42165.00;16;35.69
ZK9KC60;42165.00;21;60.81
ZJTJ960;42165.00;5;47.0
ZJQJI20;42165.00;11;27.36
ZJTJ820;42165.00;11;29.91
ZJHKR40;42170.00;5;28.6
ZJ7KV40_ZINKW40;42170.00;7;39.41
ZJSJD40;42170.00;10;17.5
ZK5JW60;42170.00;1;46.0
ZK7K820;42170.00;3;59.0
Z7230E0_ZK7KP40;42170.00;9;51.64
ZJHKR20_ZJWJ740;42170.00;23;29.88
ZKJJP20;42170.00;19;50.63
ZK9KC60;42170.00;19;66.11
ZJTJ960;42170.00;5;42.0
ZJQJI20;42170.00;13;45.46
ZJTJ820;42170.00;12;44.58
ZJHKR40;42175.00;3;31.33
ZJ7KV40_ZINKW40;42175.00;5;23.62
ZJSJD40;42175.00;8;13.62
ZK5JW60;42175.00;5;28.4
ZK7K820;42175.00;2;50.0
Z7230E0_ZK7KP40;42175.00;6;53.59
ZJHKR20_ZJWJ740;42175.00;18;32.82
ZKJJP20;42175.00;14;45.43
ZK9KC60;42175.00;16;66.88
ZJTJ960;42175.00;0;0.0
ZJQJI20;42175.00;25;51.4
ZJTJ820;42175.00;14;47.14
ZJHKR40;42180.00;5;37.4
ZJ7KV40_ZINKW40;42180.00;5;30.5
ZJSJD40;42180.00;7;23.0
ZK5JW60;42180.00;5;33.8
ZK7K820;42180.00;1;66.0
Z7230E0_ZK7KP40;42180.00;8;58.69
ZJHKR20_ZJWJ740;42180.00;17;38.35
ZKJJP20;42180.00;11;41.18
ZK9KC60;42180.00;18;54.94
ZJTJ960;42180.00;0;0.0
ZJQJI20;42180.00;19;53.89
ZJTJ820;42180.00;9;56.0
ZJHKR40;42185.00;4;21.5
ZJ7KV40_ZINKW40;42185.00;9;27.88
ZJSJD40;42185.00;2;12.5
ZK5JW60;42185.00;3;48.0
ZK7K820;42185.00;3;20.0
Z7230E0_ZK7KP40;42185.00;8;49.72
ZJHKR20_ZJWJ740;42185.00;17;40.24
ZKJJP20;42185.00;15;49.47
ZK9KC60;42185.00;19;39.26
ZJTJ960;42185.00;0;0.0
ZJQJI20;42185.00;23;45.52
ZJTJ820;42185.00;8;63.25
ZJHKR40;42190.00;1;39.0
ZJ7KV40_ZINKW40;42190.00;6;26.82
ZJSJD40;42190.00;7;12.14
ZK5JW60;42190.00;2;50.0
ZK7K820;42190.00;4;53.0
Z7230E0_ZK7KP40;42190.00;7;53.07
ZJHKR20_ZJWJ740;42190.00;12;40.21
ZKJJP20;42190.00;16;47.94
ZK9KC60;42190.00;12;44.5
ZJTJ960;42190.00;2;54.0
ZJQJI20;42190.00;13;50.38
ZJTJ820;42190.00;8;34.12
ZJHKR40;42195.00;5;17.6
ZJ7KV40_ZINKW40;42195.00;2;21.2
ZJSJD40;42195.00;2;20.0
ZK5JW60;42195.00;1;50.0
ZK7K820;42195.00;1;37.0
Z7230E0_ZK7KP40;42195.00;11;51.68
ZJHKR20_ZJWJ740;42195.00;17;45.59
ZKJJP20;42195.00;6;27.83
ZK9KC60;42195.00;9;50.89
ZJTJ960;42195.00;3;41.33
ZJQJI20;42195.00;14;40.86
ZJTJ820;42195.00;10;46.6
ZJHKR40;42200.00;9;25.44
ZJ7KV40_ZINKW40;42200.00;5;35.92
ZJSJD40;42200.00;5;10.0
ZK5JW60;42200.00;2;41.0
ZK7K820;42200.00;1;37.0
Z7230E0_ZK7KP40;42200.00;14;51.03
ZJHKR20_ZJWJ740;42200.00;13;39.71
ZKJJP20;42200.00;9;53.22
ZK9KC60;42200.00;15;43.67
ZJTJ960;42200.00;8;34.0
ZJQJI20;42200.00;16;51.44
ZJTJ820;42200.00;9;53.89
ZJHKR40;42205.00;3;17.33
ZJ7KV40_ZINKW40;42205.00;8;36.24
ZJSJD40;42205.00;7;15.57
ZK5JW60;42205.00;4;51.5
ZK7K820;42205.00;0;0.0
Z7230E0_ZK7KP40;42205.00;5;50.91
ZJHKR20_ZJWJ740;42205.00;12;37.38
ZKJJP20;42205.00;14;47.14
ZK9KC60;42205.00;14;56.79
ZJTJ960;42205.00;2;27.0
ZJQJI20;42205.00;9;44.0
ZJTJ820;42205.00;7;31.14
ZJHKR40;42210.00;5;19.0
ZJ7KV40_ZINKW40;42210.00;3;29.04
ZJSJD40;42210.00;5;11.8
ZK5JW60;42210.00;2;17.5
ZK7K820;42210.00;5;38.0
Z7230E0_ZK7KP40;42210.00;10;48.88
ZJHKR20_ZJWJ740;42210.00;7;43.86
ZKJJP20;42210.00;26;40.69
ZK9KC60;42210.00;13;45.15
ZJTJ960;42210.00;2;51.5
ZJQJI20;42210.00;7;51.0
ZJTJ820;42210.00;9;32.78
ZJHKR40;42215.00;3;41.67
ZJ7KV40_ZINKW40;42215.00;3;38.5
ZJSJD40;42215.00;7;17.14
ZK5JW60;42215.00;5;51.2
ZK7K820;42215.00;2;16.5
Z7230E0_ZK7KP40;42215.00;5;49.68
ZJHKR20_ZJWJ740;42215.00;12;37.25
ZKJJP20;42215.00;13;43.38
ZK9KC60;42215.00;16;41.75
ZJTJ960;42215.00;1;35.0
ZJQJI20;42215.00;16;51.06
ZJTJ820;42215.00;10;44.2
ZJHKR40;42220.00;5;32.2
ZJ7KV40_ZINKW40;42220.00;3;43.5
ZJSJD40;42220.00;7;21.86
ZK5JW60;42220.00;2;45.0
ZK7K820;42220.00;2;14.5
Z7230E0_ZK7KP40;42220.00;7;44.25
ZJHKR20_ZJWJ740;42220.00;8;23.5
ZKJJP20;42220.00;12;18.75
ZK9KC60;42220.00;11;42.27
ZJTJ960;42220.00;2;0.5
ZJQJI20;42220.00;15;41.07
ZJTJ820;42220.00;6;59.5
ZJHKR40;42225.00;2;19.5
ZJ7KV40_ZINKW40;42225.00;4;19.93
ZJSJD40;42225.00;3;20.0
ZK5JW60;42225.00;1;48.0
ZK7K820;42225.00;2;23.0
Z7230E0_ZK7KP40;42225.00;4;51.64
ZJHKR20_ZJWJ740;42225.00;13;38.15
ZKJJP20;42225.00;4;32.25
ZK9KC60;42225.00;12;47.92
ZJTJ960;42225.00;3;24.0
ZJQJI20;42225.00;12;43.08
ZJTJ820;42225.00;5;52.6
ZJHKR40;42230.00;5;25.4
ZJ7KV40_ZINKW40;42230.00;5;39.31
ZJSJD40;42230.00;6;18.33
ZK5JW60;42230.00;1;48.0
ZK7K820;42230.00;1;38.0
Z7230E0_ZK7KP40;42230.00;5;47.83
ZJHKR20_ZJWJ740;42230.00;11;28.46
ZKJJP20;42230.00;19;41.95
ZK9KC60;42230.00;14;46.79
ZJTJ960;42230.00;4;23.0
ZJQJI20;42230.00;13;51.31
ZJTJ820;42230.00;2;58.5
ZJHKR40;42235.00;2;20.0
ZJ7KV40_ZINKW40;42235.00;4;32.47
ZJSJD40;42235.00;3;25.0
ZK5JW60;42235.00;5;34.2
ZK7K820;42235.00;0;0.0
Z7230E0_ZK7KP40;42235.00;5;51.58
ZJHKR20_ZJWJ740;42235.00;12;25.95
ZKJJP20;42235.00;10;41.2
ZK9KC60;42235.00;13;47.92
ZJTJ960;42235.00;4;31.0
ZJQJI20;42235.00;11;42.55
ZJTJ820;42235.00;7;49.71
ZJHKR40;42240.00;2;20.0
ZJ7KV40_ZINKW40;42240.00;3;13.0
ZJSJD40;42240.00;4;18.75
ZK5JW60;42240.00;2;16.0
ZK7K820;42240.00;1;46.0
Z7230E0_ZK7KP40;42240.00;5;50.28
ZJHKR20_ZJWJ740;42240.00;9;39.63
ZKJJP20;42240.00;10;42.8
ZK9KC60;42240.00;9;49.33
ZJTJ960;42240.00;5;34.6
ZJQJI20;42240.00;12;44.08
ZJTJ820;42240.00;7;36.0
ZJHKR40;42245.00;3;42.67
ZJ7KV40_ZINKW40;42245.00;2;17.62
ZJSJD40;42245.00;7;12.0
ZK5JW60;42245.00;5;25.8
ZK7K820;42245.00;2;37.5
Z7230E0_ZK7KP40;42245.00;7;46.25
ZJHKR20_ZJWJ740;42245.00;9;22.17
ZKJJP20;42245.00;8;28.5
ZK9KC60;42245.00;15;47.0
ZJTJ960;42245.00;3;33.0
ZJQJI20;42245.00;9;44.44
ZJTJ820;42245.00;6;49.0
ZJHKR40;42250.00;2;39.5
ZJ7KV40_ZINKW40;42250.00;3;41.4
ZJSJD40;42250.00;7;10.43
ZK5JW60;42250.00;5;28.2
ZK7K820;42250.00;0;0.0
Z7230E0_ZK7KP40;42250.00;6;43.48
ZJHKR20_ZJWJ740;42250.00;9;30.61
ZKJJP20;42250.00;8;32.88
ZK9KC60;42250.00;13;43.23
ZJTJ960;42250.00;6;23.17
ZJQJI20;42250.00;10;37.6
ZJTJ820;42250.00;5;60.8
ZJHKR40;42255.00;3;23.0
ZJ7KV40_ZINKW40;42255.00;2;35.0
ZJSJD40;42255.00;4;2.5
ZK5JW60;42255.00;4;29.5
ZK7K820;42255.00;1;55.0
Z7230E0_ZK7KP40;42255.00;8;49.44
ZJHKR20_ZJWJ740;42255.00;9;28.68
ZKJJP20;42255.00;12;32.42
ZK9KC60;42255.00;14;41.14
ZJTJ960;42255.00;1;41.0
ZJQJI20;42255.00;3;39.33
ZJTJ820;42255.00;7;40.43
ZJHKR40;42260.00;4;36.0
ZJ7KV40_ZINKW40;42260.00;3;13.58
ZJSJD40;42260.00;7;15.0
ZK5JW60;42260.00;2;48.0
ZK7K820;42260.00;0;0.0
Z7230E0_ZK7KP40;42260.00;2;40.62
ZJHKR20_ZJWJ740;42260.00;16;42.18
ZKJJP20;42260.00;14;23.5
ZK9KC60;42260.00;11;43.18
ZJTJ960;42260.00;7;36.0
ZJQJI20;42260.00;2;42.5
ZJTJ820;42260.00;8;47.88
ZJHKR40;42265.00;6;19.67
ZJ7KV40_ZINKW40;42265.00;1;24.5
ZJSJD40;42265.00;2;12.5
ZK5JW60;42265.00;1;42.0
ZK7K820;42265.00;2;48.0
Z7230E0_ZK7KP40;42265.00;4;54.64
ZJHKR20_ZJWJ740;42265.00;10;28.5
ZKJJP20;42265.00;16;45.19
ZK9KC60;42265.00;9;45.22
ZJTJ960;42265.00;0;0.0
ZJQJI20;42265.00;12;53.17
ZJTJ820;42265.00;11;47.64
ZJHKR40;42270.00;3;19.33
ZJ7KV40_ZINKW40;42270.00;4;16.12
ZJSJD40;42270.00;3;16.67
ZK5JW60;42270.00;2;45.0
ZK7K820;42270.00;1;46.0
Z7230E0_ZK7KP40;42270.00;7;52.5
ZJHKR20_ZJWJ740;42270.00;8;37.37
ZKJJP20;42270.00;18;40.17
ZK9KC60;42270.00;8;50.38
ZJTJ960;42270.00;14;31.29
ZJQJI20;42270.00;8;54.62
ZJTJ820;42270.00;9;40.44
ZJHKR40;42275.00;5;9.8
ZJ7KV40_ZINKW40;42275.00;5;30.47
ZJSJD40;42275.00;3;8.33
ZK5JW60;42275.00;2;50.0
ZK7K820;42275.00;1;33.0
Z7230E0_ZK7KP40;42275.00;3;46.7
ZJHKR20_ZJWJ740;42275.00;8;47.2
ZKJJP20;42275.00;8;32.12
ZK9KC60;42275.00;11;42.73
ZJTJ960;42275.00;0;0.0
ZJQJI20;42275.00;10;47.9
ZJTJ820;42275.00;6;53.83
ZJHKR40;42280.00;4;27.25
ZJ7KV40_ZINKW40;42280.00;4;30.18
ZJSJD40;42280.00;3;12.33
ZK5JW60;42280.00;3;47.67
ZK7K820;42280.00;0;0.0
Z7230E0_ZK7KP40;42280.00;5;50.82
ZJHKR20_ZJWJ740;42280.00;10;33.97
ZKJJP20;42280.00;10;41.1
ZK9KC60;42280.00;12;53.58
ZJTJ960;42280.00;1;39.0
ZJQJI20;42280.00;10;49.9
ZJTJ820;42280.00;6;38.83
ZJHKR40;42285.00;3;22.0
ZJ7KV40_ZINKW40;42285.00;3;5.0
ZJSJD40;42285.00;5;22.0
ZK5JW60;42285.00;2;0.0
ZK7K820;42285.00;0;0.0
Z7230E0_ZK7KP40;42285.00;2;48.58
ZJHKR20_ZJWJ740;42285.00;10;39.67
ZKJJP20;42285.00;10;27.5
ZK9KC60;42285.00;17;51.41
ZJTJ960;42285.00;0;0.0
ZJQJI20;42285.00;11;55.64
ZJTJ820;42285.00;5;52.0
ZJHKR40;42290.00;0;0.0
ZJ7KV40_ZINKW40;42290.00;4;22.5
ZJSJD40;42290.00;6;14.17
ZK5JW60;42290.00;5;45.6
ZK7K820;42290.00;0;0.0
Z7230E0_ZK7KP40;42290.00;1;46.75
ZJHKR20_ZJWJ740;42290.00;12;49.34
ZKJJP20;42290.00;6;43.33
ZK9KC60;42290.00;9;52.44
ZJTJ960;42290.00;1;55.0
ZJQJI20;42290.00;8;59.5
ZJTJ820;42290.00;11;51.73
ZJHKR40;42295.00;6;16.0
ZJ7KV40_ZINKW40;42295.00;5;21.08
ZJSJD40;42295.00;10;24.9
ZK5JW60;42295.00;2;52.5
ZK7K820;42295.00;3;41.0
Z7230E0_ZK7KP40;42295.00;5;49.56
ZJHKR20_ZJWJ740;42295.00;12;36.36
ZKJJP20;42295.00;15;57.87
ZK9KC60;42295.00;9;52.89
ZJTJ960;42295.00;2;20.5
ZJQJI20;42295.00;9;52.89
ZJTJ820;42295.00;6;48.83
ZJHKR40;42300.00;0;0.0
ZJ7KV40_ZINKW40;42300.00;2;13.5
ZJSJD40;42300.00;4;17.5
ZK5JW60;42300.00;2;24.5
ZK7K820;42300.00;0;0.0
Z7230E0_ZK7KP40;42300.00;4;46.42
ZJHKR20_ZJWJ740;42300.00;11;44.17
ZKJJP20;42300.00;10;50.9
ZK9KC60;42300.00;8;51.88
ZJTJ960;42300.00;3;28.0
ZJQJI20;42300.00;9;57.11
ZJTJ820;42300.00;5;32.8
ZJHKR40;42305.00;4;16.25
ZJ7KV40_ZINKW40;42305.00;4;13.0
ZJSJD40;42305.00;4;29.5
ZK5JW60;42305.00;3;42.33
ZK7K820;42305.00;1;35.0
Z7230E0_ZK7KP40;42305.00;4;48.5
ZJHKR20_ZJWJ740;42305.00;12;36.16
ZKJJP20;42305.00;10;35.1
ZK9KC60;42305.00;10;49.7
ZJTJ960;42305.00;5;11.4
ZJQJI20;42305.00;10;53.6
ZJTJ820;42305.00;8;56.5
ZJHKR40;42310.00;3;35.33
ZJ7KV40_ZINKW40;42310.00;4;22.67
ZJSJD40;42310.00;5;14.0
ZK5JW60;42310.00;3;47.0
ZK7K820;42310.00;1;0.0
Z7230E0_ZK7KP40;42310.00;6;49.44
ZJHKR20_ZJWJ740;42310.00;9;20.56
ZKJJP20;42310.00;18;36.89
ZK9KC60;42310.00;15;59.13
ZJTJ960;42310.00;2;35.0
ZJQJI20;42310.00;7;52.71
ZJTJ820;42310.00;6;44.0
ZJHKR40;42315.00;3;32.33
ZJ7KV40_ZINKW40;42315.00;10;38.96
ZJSJD40;42315.00;11;15.0
ZK5JW60;42315.00;2;39.5
ZK7K820;42315.00;0;0.0
Z7230E0_ZK7KP40;42315.00;4;48.95
ZJHKR20_ZJWJ740;42315.00;11;24.2
ZKJJP20;42315.00;13;54.85
ZK9KC60;42315.00;12;43.67
ZJTJ960;42315.00;1;0.0
ZJQJI20;42315.00;4;42.25
ZJTJ820;42315.00;8;42.88
ZJHKR40;42320.00;22;28.41
ZJ7KV40_ZINKW40;42320.00;3;31.6
ZJSJD40;42320.00;4;12.5
ZK5JW60;42320.00;3;48.0
ZK7K820;42320.00;2;52.5
Z7230E0_ZK7KP40;42320.00;4;59.0
ZJHKR20_ZJWJ740;42320.00;13;25.85
ZKJJP20;42320.00;14;57.07
ZK9KC60;42320.00;11;30.64
ZJTJ960;42320.00;4;40.0
ZJQJI20;42320.00;14;55.64
ZJTJ820;42320.00;10;53.8
ZJHKR40;42325.00;6;12.67
ZJ7KV40_ZINKW40;42325.00;6;13.17
ZJSJD40;42325.00;3;13.0
ZK5JW60;42325.00;0;0.0
ZK7K820;42325.00;5;9.8
Z7230E0_ZK7KP40;42325.00;5;56.98
ZJHKR20_ZJWJ740;42325.00;7;44.71
ZKJJP20;42325.00;20;39.35
ZK9KC60;42325.00;9;42.33
ZJTJ960;42325.00;2;30.0
ZJQJI20;42325.00;14;35.0
ZJTJ820;42325.00;13;38.77
ZJHKR40;42330.00;3;22.33
ZJ7KV40_ZINKW40;42330.00;5;15.07
ZJSJD40;42330.00;4;12.5
ZK5JW60;42330.00;1;0.0
ZK7K820;42330.00;5;6.6
Z7230E0_ZK7KP40;42330.00;5;57.78
ZJHKR20_ZJWJ740;42330.00;12;37.14
ZKJJP20;42330.00;9;37.89
ZK9KC60;42330.00;11;40.82
ZJTJ960;42330.00;2;41.0
ZJQJI20;42330.00;9;48.56
ZJTJ820;42330.00;5;34.2
ZJHKR40;42335.00;6;11.67
ZJ7KV40_ZINKW40;42335.00;6;5.93
ZJSJD40;42335.00;3;3.33
ZK5JW60;42335.00;1;42.0
ZK7K820;42335.00;2;37.5
Z7230E0_ZK7KP40;42335.00;5;47.52
ZJHKR20_ZJWJ740;42335.00;8;44.89
ZKJJP20;42335.00;19;29.68
